Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
h2database,org.h2.mvstore.rtree,MVRTreeMap,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
h2database,org.h2.mvstore.rtree,IntersectsRTreeCursor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RTreeCursor
h2database,org.h2.mvstore.rtree,ContainsRTreeCursor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RTreeCursor
h2database,org.h2.mvstore.rtree,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.mvstore.tx,CommitDecisionMaker,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ValueBigDecimalBase; TypeInfo; ExtTypeInfoGeometry; EWKTUtils; EWKTSource; StringUtils; SysProperties; Utils; IOUtils; DataUtils; DbException; Value; ValueClob; FileStore; LobData; ValueLob; LobStorageInterface; LobStorageFrontend; SessionRemote; TraceSystem; Trace; ConnectionInfo; TimeZoneProvider; Simple; DateTimeUtils; ValueTimestamp; CompareMode; CompareModeIcu4J; JdbcUtils; NetworkConnectionInfo; NetUtils; CipherFactory; XTEA; JdbcConnection; Session; Mode; ResultInterface; JdbcStatement; JdbcResultSet; JdbcPreparedStatement; MergedResult; SimpleResult; Column; JdbcResultSetMetaData; TraceObject; DataType; ExtTypeInfoRow; ParserUtil; ValueNull; ValueBoolean; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint; ValueNumeric; ValueReal; ValueDouble; ValueDate; ValueTime; ValueTimeTimeZone; ValueTimestampTimeZone; ValueUuid; ValueInterval; IntervalUtils; ValueToObjectConverter; Interval; JdbcLob; LobPipedOutputStream; ValueJavaObject; ValueVarchar; ValueVarbinary; ValueChar; JSR310Utils; ValueGeometry; EWKBUtils; EWKBSource; JTSUtils; GeometryTarget; GeometryUtils; LegacyDateTimeUtils; ValueArray; ValueRow; ParameterInterface; JdbcParameterMetaData; JdbcBlob; JdbcArray; UpdatableRow; JdbcClob; JdbcSQLXML; JdbcDatabaseMetaData; JdbcCallableStatement; JdbcSavepoint; SimpleResultSet; SimpleArray; CompareModeDefault; WithTimeZone; DbSettings; SortedProperties; TempFileDeleter; DynamicSettings; Transfer; ExtTypeInfoEnum; ValueEnum; ValueBlob; LobDataDatabase; ValueDecfloat; Data; ValueBinary; ValueEnumBase; ValueVarcharIgnoreCase; ValueJson; JSONBytesSource; JSONStringSource; JSONByteArrayTarget; ByteStack; Engine; Database; SessionLocal; Sequence; Schema; RightOwner; Role; Table; Column; Expression; ColumnResolver; ExpressionColumn; Constant; ValueExpression; TableFilter; TableFilterVisitor; Select; SelectGroups; Grouped; Plain; DataAnalysisOperation; Window; WindowFrame; WindowFrameBound; SortOrder; QueryOrderBy; BiReverseItr; BiItr; TriReverseItr; TriItr; PartitionData; ExpressionVisitor; AllColumnsForPlan; DbObject; Parser; Token; CreateView; Query; LocalResult; ResultExternal; Row; DefaultRow; SearchRow; MVTempResult; MVStore; FileStore; FreeSpaceBitSet; FilePathCache; CacheLongKeyLIRS; Segment; FileCache; Chunk; WriteBuffer; MVMap; DataType; DecisionMaker; CursorPos; Page; PageReference; NonLeaf; IncompleteNonLeaf; Leaf; RootReference; EqualsDecisionMaker; RewriteDecisionMaker; Cursor; MemoryEstimator; RemovedPageInfo; BackgroundWriterThread; Builder; StringDataType; MVStoreTool; GenericDataType; TransactionStore; RollbackListener; MetaType; StatefulDataType; Record; Transaction; TransactionMap; Snapshot; TxDecisionMaker; VersionedValueUncommitted; RepeatableIterator; TMIterator; ValidationIterator; UncommittedIterator; CommittedIterator; CommitDecisionMaker; VersionedValueType; Factory; TxMapBuilder; TMVMap; RollbackDecisionMaker; LongDataType; CloseImpl; MVSortedTempResult; ValueDataType; RowFactory; RowDataType; Factory; DefaultRowFactory; IndexColumn; SimpleRowValue; Sparse; Holder; NullValueDataType; MVPlainTempResult; Store; CreateTableData; MVTable; MVPrimaryIndex; MVStoreCursor; MVIndex; MVDelegateIndex; MVSpatialIndex; MVRTreeMap; SpatialDataType; IntersectsRTreeCursor; ContainsRTreeCursor; SpatialKey; RTreeCursor; SpatialKeyIterator; FindBoundsCursor; IndexCondition; Comparison; NullPredicate; ExpressionList; ConditionIn; ConditionInConstantSet; TypedValueExpression; MVSecondaryIndex; Source; Comparator; Index; ConstraintReferential; ConstraintUnique; Constraint; Prepared; Command; ResultWithPaddedStrings; Parameter; MVInDoubtTransaction; InDoubtTransaction; ResultTarget; TableView; CommandContainer; ResultWithGeneratedKeys; DataChangeStatement; GeneratedKeysCollector; CommandList; BackupCommand; FileLister; FileLock; Driver; Analyze; SelectivityData; Right; TransactionCommand; PrepareProcedure; Procedure; Update; SetClauseList; UpdateAction; RowExpression; SetSimple; SetMultiple; Insert; ConditionAndOr; ConditionNot; ConditionAndOrN; Condition; DataChangeDeltaTable; PlanItem; Delete; Merge; MergeUsing; When; CommandWithValues; TableValueConstructor; TableValueConstructorTable; TableValueColumnResolver; ArrayTableFunction; IndexHints; FunctionAlias; SourceCompiler; GroovyCompiler; JavaMethod; ValueToObjectConverter2; TruncateTable; SetComment; Comment; DropTable; SchemaAndTable; DropIndex; DropUser; User; DropSequence; DropConstant; DropTrigger; TriggerObject; DropView; DropRole; DropFunctionAlias; DropSchema; DropDatabase; DropSynonym; TableSynonym; CreateSynonymData; DropDomain; Domain; ConstraintDomain; DomainColumnResolver; CheckExistingData; AlterDomain; AlterTableAddConstraint; ConstraintCheck; AlterDomainAddConstraint; ColumnTemplate; DropAggregate; UserAggregate; AggregateWrapper; ExecuteProcedure; Call; TableFunction; UserDefinedFunction; DeallocateProcedure; Explain; SelectUnion; LazyResultUnion; ConcatenationOperation; ConcatFunction; JavaAggregate; Aggregate; AggregateData; AggregateDataCount; AggregateDataDefault; BitFunction; AggregateDataAvg; AggregateDataStdVar; AggregateDataDistinctWithCounts; AggregateDataCovar; AggregateDataCorr; AggregateDataCollecting; AggregateDataEnvelope; JsonConstructorUtils; JSONStringTarget; Percentile; JsonConstructorFunction; Subquery; Format; AbstractAggregate; FunctionsPostgreSQL; CurrentGeneralValueSpecification; PgServer; PgServerThread; Prepared; Portal; ScriptReader; Tool; ToDateParser; ToDateTokenizer; YearParslet; MonthParslet; ToCharFunction; DateTimeFunction; DayParslet; TimeParslet; InlineParslet; ToDateParslet; SimpleCase; SimpleWhen; ModeFunction; CompatibilityDateTimeValueFunction; CurrentDateTimeValueFunction; FunctionsLegacy; FunctionsDB2Derby; FunctionsMSSQLServer; StringFunction; CoalesceFunction; RandFunction; FunctionsMySQL; FunctionsOracle; DateTimeFormatFunction; SubstringFunction; WindowFunction; Wildcard; BinaryOperation; IntervalOperation; CompatibilityDatePlusTimeOperation; UnaryOperation; SetFunction; Variable; SearchedCase; Tokenizer; SequenceOptions; CreateIndex; GrantRevoke; CreateRole; CreateSchema; CreateSequence; CreateConstant; CreateAggregate; CreateDomain; CreateTrigger; CreateUser; CreateFunctionAlias; AlterIndexRename; AlterDomainDropConstraint; AlterDomainExpressions; AlterDomainRenameConstraint; AlterDomainRename; AlterTableRename; AlterView; AlterSchemaRename; AlterSequence; AlterUser; Set; Setting; AuthenticatorFactory; DefaultAuthenticator; CredentialsValidator; AuthenticationInfo; UserToRolesMapper; ConfigProperties; UserBuilder; TimeZoneOperation; RunScriptCommand; ScriptCommand; AlterTableRenameColumn; AlterTableAlterColumn; SchemaObject; TableBase; AlterTableDropConstraint; AlterTableRenameConstraint; AlterTableSet; CreateLinkedTable; TableLink; TableLinkConnection; LinkedIndex; LinkedCursor; CreateTable; CommandWithColumns; DefineCommand; CreateSynonym; RangeTable; RangeIndex; RangeCursor; SingleRowCursor; MathFunction; CastSpecification; StringFunction1; TrimFunction; MathFunction1; MathFunction2; DayMonthNameFunction; StringFunction2; LengthFunction; RegexpFunction; XMLFunction; ArrayFunction; CompressFunction; CompressTool; SoundexFunction; CryptFunction; HashFunction; SessionControlFunction; SysInfoFunction; TableInfoFunction; FileFunction; DBObjectFunction; QueryExpressionTable; QueryExpressionIndex; QueryExpressionCursor; CacheKey; BuiltinFunctions; LazyResultGroupSorted; LazyResultQueryFlat; LazyResultSelect; LazyResult; SelectListColumnResolver; Optimizer; Plan; Permutations; IndexCursor; MapColumnsVisitor; GeneratedColumnResolver; SequenceAndPrepared; TimeoutValue; RowNumberAndValue; DelayedDatabaseCloser; Server; WebServer; TranslateThread; WebThread; PageParser; WebSession; DbContents; DbSchema; DbTableOrView; DbColumn; DbProcedure; Bnf; Rule; Sentence; BnfVisitor; RuleHead; RuleFixed; Csv; RuleList; RuleElement; RuleOptional; RuleExtension; RuleRepeat; DbContextRule; Help; ConnectionInfo; TcpServer; TcpServerThread; SmallMap; GeneratedKeysMode; ParameterRemote; ResultColumn; DatabaseMetaServer; Authenticator; MetaRecord; TableEngine; Type; BlobReference; OnExitDatabaseCloser; DeleteDbFiles; DatabaseHolder; GeoJsonUtils; GeoJsonTarget; JSONValue; JSONObject; JSONArray; EWKTTarget
h2database,org.h2.mvstore.tx,Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.mvstore.tx,Transaction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STATUS_CLOSED; STATUS_OPEN; STATUS_PREPARED; STATUS_COMMITTED; STATUS_ROLLING_BACK; STATUS_ROLLED_BACK; STATUS_NAMES; LOG_ID_BITS; LOG_ID_BITS1; LOG_ID_LIMIT; LOG_ID_MASK; STATUS_BITS; STATUS_MASK; store; listener; transactionId; sequenceNum; statusAndLogId; txCounter; name; wasStored; timeoutMillis; ownerId; blockingTransaction; blockingMapName; blockingKey; notificationRequested; undoLogRootReferences; transactionMaps; isolationLevel
h2database,org.h2.mvstore.tx,Transaction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
h2database,org.h2.mvstore.tx,TransactionMap,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: map; transaction; snapshot; statementSnapshot; hasChanges; txDecisionMaker; ifAbsentDecisionMaker; lockDecisionMaker; keyType; snapshotKey; snapshotValue; uncommittedCursor; uncommittedKey; uncommittedValue; transactionId; committingTransactions; cursor; forEntries; current
h2database,org.h2.mvstore.tx,TransactionMap,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 50 public methods
h2database,org.h2.mvstore.tx,TransactionStore,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: store; timeoutMillis; preparedTransactions; typeRegistry; undoLogs; undoLogBuilder; dataType; openTransactions; committingTransactions; init; maxTransactionId; transactions; TYPE_REGISTRY_NAME; UNDO_LOG_NAME_PREFIX; UNDO_LOG_COMMITTED; UNDO_LOG_OPEN; MAX_OPEN_TRANSACTIONS; LOG_ID_BITS; LOG_ID_MASK; logId; current; mapName; key; value; ROLLBACK_LISTENER_NONE; typeRegistry; defaultDataType; type
h2database,org.h2.mvstore.tx,TransactionStore,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 53 methods
h2database,org.h2.mvstore.tx,TransactionStore,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: SessionLocal; MVStoreTool; LobStorageMap; MVTable; Store; CommitDecisionMaker; Record; Type; RollbackDecisionMaker; Transaction; TransactionMap; ValidationIterator; CommittedIterator; RepeatableIterator; TransactionStore; TxDecisionMaker; PutIfAbsentDecisionMaker; VersionedValueUncommitted; Recover; TestMVTableEngine; TestTransactionStore. Outgoing dependencies: MVStore; MVMap; DataType; Change; RollbackListener; MetaType; TransactionStore; Record; VersionedBitSet; Transaction; TransactionMap; Cursor; CommitDecisionMaker; VersionedValueType; TxMapBuilder; RootReference; RollbackDecisionMaker; VersionedValue; TMVMap; LongDataType; StringDataType; DataUtils; StringUtils
h2database,org.h2.mvstore.tx,Change,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mapName; key; value
h2database,org.h2.mvstore.tx,PutIfAbsentDecisionMaker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.mvstore.tx,RepeatableReadLockDecisionMaker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.mvstore.tx,VersionedValueCommitted,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: value
h2database,org.h2.mvstore.type,BasicDataType,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: getMemory
h2database,org.h2.mvstore.type,ByteArrayDataType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
h2database,org.h2.mvstore.type,DataType,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ValueBigDecimalBase; TypeInfo; ExtTypeInfoGeometry; EWKTUtils; EWKTSource; StringUtils; SysProperties; Utils; IOUtils; DataUtils; DbException; Value; ValueClob; FileStore; LobData; ValueLob; LobStorageInterface; LobStorageFrontend; SessionRemote; TraceSystem; Trace; ConnectionInfo; TimeZoneProvider; Simple; DateTimeUtils; ValueTimestamp; CompareMode; CompareModeIcu4J; JdbcUtils; NetworkConnectionInfo; NetUtils; CipherFactory; XTEA; JdbcConnection; Session; Mode; ResultInterface; JdbcStatement; JdbcResultSet; JdbcPreparedStatement; MergedResult; SimpleResult; Column; JdbcResultSetMetaData; TraceObject; DataType; ExtTypeInfoRow; ParserUtil; ValueNull; ValueBoolean; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint; ValueNumeric; ValueReal; ValueDouble; ValueDate; ValueTime; ValueTimeTimeZone; ValueTimestampTimeZone; ValueUuid; ValueInterval; IntervalUtils; ValueToObjectConverter; Interval; JdbcLob; LobPipedOutputStream; ValueJavaObject; ValueVarchar; ValueVarbinary; ValueChar; JSR310Utils; ValueGeometry; EWKBUtils; EWKBSource; JTSUtils; GeometryTarget; GeometryUtils; LegacyDateTimeUtils; ValueArray; ValueRow; ParameterInterface; JdbcParameterMetaData; JdbcBlob; JdbcArray; UpdatableRow; JdbcClob; JdbcSQLXML; JdbcDatabaseMetaData; JdbcCallableStatement; JdbcSavepoint; SimpleResultSet; SimpleArray; CompareModeDefault; WithTimeZone; DbSettings; SortedProperties; TempFileDeleter; DynamicSettings; Transfer; ExtTypeInfoEnum; ValueEnum; ValueBlob; LobDataDatabase; ValueDecfloat; Data; ValueBinary; ValueEnumBase; ValueVarcharIgnoreCase; ValueJson; JSONBytesSource; JSONStringSource; JSONByteArrayTarget; ByteStack; Engine; Database; SessionLocal; Sequence; Schema; RightOwner; Role; Table; Column; Expression; ColumnResolver; ExpressionColumn; Constant; ValueExpression; TableFilter; TableFilterVisitor; Select; SelectGroups; Grouped; Plain; DataAnalysisOperation; Window; WindowFrame; WindowFrameBound; SortOrder; QueryOrderBy; BiReverseItr; BiItr; TriReverseItr; TriItr; PartitionData; ExpressionVisitor; AllColumnsForPlan; DbObject; Parser; Token; CreateView; Query; LocalResult; ResultExternal; Row; DefaultRow; SearchRow; MVTempResult; MVStore; FileStore; FreeSpaceBitSet; FilePathCache; CacheLongKeyLIRS; Segment; FileCache; Chunk; WriteBuffer; MVMap; DataType; DecisionMaker; CursorPos; Page; PageReference; NonLeaf; IncompleteNonLeaf; Leaf; RootReference; EqualsDecisionMaker; RewriteDecisionMaker; Cursor; MemoryEstimator; RemovedPageInfo; BackgroundWriterThread; Builder; StringDataType; MVStoreTool; GenericDataType; TransactionStore; RollbackListener; MetaType; StatefulDataType; Record; Transaction; TransactionMap; Snapshot; TxDecisionMaker; VersionedValueUncommitted; RepeatableIterator; TMIterator; ValidationIterator; UncommittedIterator; CommittedIterator; CommitDecisionMaker; VersionedValueType; Factory; TxMapBuilder; TMVMap; RollbackDecisionMaker; LongDataType; CloseImpl; MVSortedTempResult; ValueDataType; RowFactory; RowDataType; Factory; DefaultRowFactory; IndexColumn; SimpleRowValue; Sparse; Holder; NullValueDataType; MVPlainTempResult; Store; CreateTableData; MVTable; MVPrimaryIndex; MVStoreCursor; MVIndex; MVDelegateIndex; MVSpatialIndex; MVRTreeMap; SpatialDataType; IntersectsRTreeCursor; ContainsRTreeCursor; SpatialKey; RTreeCursor; SpatialKeyIterator; FindBoundsCursor; IndexCondition; Comparison; NullPredicate; ExpressionList; ConditionIn; ConditionInConstantSet; TypedValueExpression; MVSecondaryIndex; Source; Comparator; Index; ConstraintReferential; ConstraintUnique; Constraint; Prepared; Command; ResultWithPaddedStrings; Parameter; MVInDoubtTransaction; InDoubtTransaction; ResultTarget; TableView; CommandContainer; ResultWithGeneratedKeys; DataChangeStatement; GeneratedKeysCollector; CommandList; BackupCommand; FileLister; FileLock; Driver; Analyze; SelectivityData; Right; TransactionCommand; PrepareProcedure; Procedure; Update; SetClauseList; UpdateAction; RowExpression; SetSimple; SetMultiple; Insert; ConditionAndOr; ConditionNot; ConditionAndOrN; Condition; DataChangeDeltaTable; PlanItem; Delete; Merge; MergeUsing; When; CommandWithValues; TableValueConstructor; TableValueConstructorTable; TableValueColumnResolver; ArrayTableFunction; IndexHints; FunctionAlias; SourceCompiler; GroovyCompiler; JavaMethod; ValueToObjectConverter2; TruncateTable; SetComment; Comment; DropTable; SchemaAndTable; DropIndex; DropUser; User; DropSequence; DropConstant; DropTrigger; TriggerObject; DropView; DropRole; DropFunctionAlias; DropSchema; DropDatabase; DropSynonym; TableSynonym; CreateSynonymData; DropDomain; Domain; ConstraintDomain; DomainColumnResolver; CheckExistingData; AlterDomain; AlterTableAddConstraint; ConstraintCheck; AlterDomainAddConstraint; ColumnTemplate; DropAggregate; UserAggregate; AggregateWrapper; ExecuteProcedure; Call; TableFunction; UserDefinedFunction; DeallocateProcedure; Explain; SelectUnion; LazyResultUnion; ConcatenationOperation; ConcatFunction; JavaAggregate; Aggregate; AggregateData; AggregateDataCount; AggregateDataDefault; BitFunction; AggregateDataAvg; AggregateDataStdVar; AggregateDataDistinctWithCounts; AggregateDataCovar; AggregateDataCorr; AggregateDataCollecting; AggregateDataEnvelope; JsonConstructorUtils; JSONStringTarget; Percentile; JsonConstructorFunction; Subquery; Format; AbstractAggregate; FunctionsPostgreSQL; CurrentGeneralValueSpecification; PgServer; PgServerThread; Prepared; Portal; ScriptReader; Tool; ToDateParser; ToDateTokenizer; YearParslet; MonthParslet; ToCharFunction; DateTimeFunction; DayParslet; TimeParslet; InlineParslet; ToDateParslet; SimpleCase; SimpleWhen; ModeFunction; CompatibilityDateTimeValueFunction; CurrentDateTimeValueFunction; FunctionsLegacy; FunctionsDB2Derby; FunctionsMSSQLServer; StringFunction; CoalesceFunction; RandFunction; FunctionsMySQL; FunctionsOracle; DateTimeFormatFunction; SubstringFunction; WindowFunction; Wildcard; BinaryOperation; IntervalOperation; CompatibilityDatePlusTimeOperation; UnaryOperation; SetFunction; Variable; SearchedCase; Tokenizer; SequenceOptions; CreateIndex; GrantRevoke; CreateRole; CreateSchema; CreateSequence; CreateConstant; CreateAggregate; CreateDomain; CreateTrigger; CreateUser; CreateFunctionAlias; AlterIndexRename; AlterDomainDropConstraint; AlterDomainExpressions; AlterDomainRenameConstraint; AlterDomainRename; AlterTableRename; AlterView; AlterSchemaRename; AlterSequence; AlterUser; Set; Setting; AuthenticatorFactory; DefaultAuthenticator; CredentialsValidator; AuthenticationInfo; UserToRolesMapper; ConfigProperties; UserBuilder; TimeZoneOperation; RunScriptCommand; ScriptCommand; AlterTableRenameColumn; AlterTableAlterColumn; SchemaObject; TableBase; AlterTableDropConstraint; AlterTableRenameConstraint; AlterTableSet; CreateLinkedTable; TableLink; TableLinkConnection; LinkedIndex; LinkedCursor; CreateTable; CommandWithColumns; DefineCommand; CreateSynonym; RangeTable; RangeIndex; RangeCursor; SingleRowCursor; MathFunction; CastSpecification; StringFunction1; TrimFunction; MathFunction1; MathFunction2; DayMonthNameFunction; StringFunction2; LengthFunction; RegexpFunction; XMLFunction; ArrayFunction; CompressFunction; CompressTool; SoundexFunction; CryptFunction; HashFunction; SessionControlFunction; SysInfoFunction; TableInfoFunction; FileFunction; DBObjectFunction; QueryExpressionTable; QueryExpressionIndex; QueryExpressionCursor; CacheKey; BuiltinFunctions; LazyResultGroupSorted; LazyResultQueryFlat; LazyResultSelect; LazyResult; SelectListColumnResolver; Optimizer; Plan; Permutations; IndexCursor; MapColumnsVisitor; GeneratedColumnResolver; SequenceAndPrepared; TimeoutValue; RowNumberAndValue; DelayedDatabaseCloser; Server; WebServer; TranslateThread; WebThread; PageParser; WebSession; DbContents; DbSchema; DbTableOrView; DbColumn; DbProcedure; Bnf; Rule; Sentence; BnfVisitor; RuleHead; RuleFixed; Csv; RuleList; RuleElement; RuleOptional; RuleExtension; RuleRepeat; DbContextRule; Help; ConnectionInfo; TcpServer; TcpServerThread; SmallMap; GeneratedKeysMode; ParameterRemote; ResultColumn; DatabaseMetaServer; Authenticator; MetaRecord; TableEngine; Type; BlobReference; OnExitDatabaseCloser; DeleteDbFiles; DatabaseHolder; GeoJsonUtils; GeoJsonTarget; JSONValue; JSONObject; JSONArray; EWKTTarget
h2database,org.h2.mvstore.type,LongDataType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; EMPTY_LONG_ARR
h2database,org.h2.mvstore.type,ObjectDataType,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ObjectDataType; AutoDetectDataType; FloatType; DoubleType; ObjectArrayType; SerializedObjectType
h2database,org.h2.mvstore.type,ObjectDataType,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 106 public methods
h2database,org.h2.mvstore.type,AutoDetectDataType,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: NullType; BooleanType; ByteType; CharacterType; ShortType; IntegerType; LongType; FloatType; DoubleType; BigIntegerType; BigDecimalType; StringType; UUIDType; DateType; ObjectArrayType; SerializedObjectType
h2database,org.h2.mvstore.type,Factory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.mvstore.type,StringDataType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; EMPTY_STRING_ARR
h2database,org.h2.result,DefaultRow,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MEMORY_CALCULATE; data; memory
