Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
h2database,org.h2.result,DefaultRow,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ValueBigDecimalBase; TypeInfo; ExtTypeInfoGeometry; EWKTUtils; EWKTSource; StringUtils; SysProperties; Utils; IOUtils; DataUtils; DbException; Value; ValueClob; FileStore; LobData; ValueLob; LobStorageInterface; LobStorageFrontend; SessionRemote; TraceSystem; Trace; ConnectionInfo; TimeZoneProvider; Simple; DateTimeUtils; ValueTimestamp; CompareMode; CompareModeIcu4J; JdbcUtils; NetworkConnectionInfo; NetUtils; CipherFactory; XTEA; JdbcConnection; Session; Mode; ResultInterface; JdbcStatement; JdbcResultSet; JdbcPreparedStatement; MergedResult; SimpleResult; Column; JdbcResultSetMetaData; TraceObject; DataType; ExtTypeInfoRow; ParserUtil; ValueNull; ValueBoolean; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint; ValueNumeric; ValueReal; ValueDouble; ValueDate; ValueTime; ValueTimeTimeZone; ValueTimestampTimeZone; ValueUuid; ValueInterval; IntervalUtils; ValueToObjectConverter; Interval; JdbcLob; LobPipedOutputStream; ValueJavaObject; ValueVarchar; ValueVarbinary; ValueChar; JSR310Utils; ValueGeometry; EWKBUtils; EWKBSource; JTSUtils; GeometryTarget; GeometryUtils; LegacyDateTimeUtils; ValueArray; ValueRow; ParameterInterface; JdbcParameterMetaData; JdbcBlob; JdbcArray; UpdatableRow; JdbcClob; JdbcSQLXML; JdbcDatabaseMetaData; JdbcCallableStatement; JdbcSavepoint; SimpleResultSet; SimpleArray; CompareModeDefault; WithTimeZone; DbSettings; SortedProperties; TempFileDeleter; DynamicSettings; Transfer; ExtTypeInfoEnum; ValueEnum; ValueBlob; LobDataDatabase; ValueDecfloat; Data; ValueBinary; ValueEnumBase; ValueVarcharIgnoreCase; ValueJson; JSONBytesSource; JSONStringSource; JSONByteArrayTarget; ByteStack; Engine; Database; SessionLocal; Sequence; Schema; RightOwner; Role; Table; Column; Expression; ColumnResolver; ExpressionColumn; Constant; ValueExpression; TableFilter; TableFilterVisitor; Select; SelectGroups; Grouped; Plain; DataAnalysisOperation; Window; WindowFrame; WindowFrameBound; SortOrder; QueryOrderBy; BiReverseItr; BiItr; TriReverseItr; TriItr; PartitionData; ExpressionVisitor; AllColumnsForPlan; DbObject; Parser; Token; CreateView; Query; LocalResult; ResultExternal; Row; DefaultRow; SearchRow; MVTempResult; MVStore; FileStore; FreeSpaceBitSet; FilePathCache; CacheLongKeyLIRS; Segment; FileCache; Chunk; WriteBuffer; MVMap; DataType; DecisionMaker; CursorPos; Page; PageReference; NonLeaf; IncompleteNonLeaf; Leaf; RootReference; EqualsDecisionMaker; RewriteDecisionMaker; Cursor; MemoryEstimator; RemovedPageInfo; BackgroundWriterThread; Builder; StringDataType; MVStoreTool; GenericDataType; TransactionStore; RollbackListener; MetaType; StatefulDataType; Record; Transaction; TransactionMap; Snapshot; TxDecisionMaker; VersionedValueUncommitted; RepeatableIterator; TMIterator; ValidationIterator; UncommittedIterator; CommittedIterator; CommitDecisionMaker; VersionedValueType; Factory; TxMapBuilder; TMVMap; RollbackDecisionMaker; LongDataType; CloseImpl; MVSortedTempResult; ValueDataType; RowFactory; RowDataType; Factory; DefaultRowFactory; IndexColumn; SimpleRowValue; Sparse; Holder; NullValueDataType; MVPlainTempResult; Store; CreateTableData; MVTable; MVPrimaryIndex; MVStoreCursor; MVIndex; MVDelegateIndex; MVSpatialIndex; MVRTreeMap; SpatialDataType; IntersectsRTreeCursor; ContainsRTreeCursor; SpatialKey; RTreeCursor; SpatialKeyIterator; FindBoundsCursor; IndexCondition; Comparison; NullPredicate; ExpressionList; ConditionIn; ConditionInConstantSet; TypedValueExpression; MVSecondaryIndex; Source; Comparator; Index; ConstraintReferential; ConstraintUnique; Constraint; Prepared; Command; ResultWithPaddedStrings; Parameter; MVInDoubtTransaction; InDoubtTransaction; ResultTarget; TableView; CommandContainer; ResultWithGeneratedKeys; DataChangeStatement; GeneratedKeysCollector; CommandList; BackupCommand; FileLister; FileLock; Driver; Analyze; SelectivityData; Right; TransactionCommand; PrepareProcedure; Procedure; Update; SetClauseList; UpdateAction; RowExpression; SetSimple; SetMultiple; Insert; ConditionAndOr; ConditionNot; ConditionAndOrN; Condition; DataChangeDeltaTable; PlanItem; Delete; Merge; MergeUsing; When; CommandWithValues; TableValueConstructor; TableValueConstructorTable; TableValueColumnResolver; ArrayTableFunction; IndexHints; FunctionAlias; SourceCompiler; GroovyCompiler; JavaMethod; ValueToObjectConverter2; TruncateTable; SetComment; Comment; DropTable; SchemaAndTable; DropIndex; DropUser; User; DropSequence; DropConstant; DropTrigger; TriggerObject; DropView; DropRole; DropFunctionAlias; DropSchema; DropDatabase; DropSynonym; TableSynonym; CreateSynonymData; DropDomain; Domain; ConstraintDomain; DomainColumnResolver; CheckExistingData; AlterDomain; AlterTableAddConstraint; ConstraintCheck; AlterDomainAddConstraint; ColumnTemplate; DropAggregate; UserAggregate; AggregateWrapper; ExecuteProcedure; Call; TableFunction; UserDefinedFunction; DeallocateProcedure; Explain; SelectUnion; LazyResultUnion; ConcatenationOperation; ConcatFunction; JavaAggregate; Aggregate; AggregateData; AggregateDataCount; AggregateDataDefault; BitFunction; AggregateDataAvg; AggregateDataStdVar; AggregateDataDistinctWithCounts; AggregateDataCovar; AggregateDataCorr; AggregateDataCollecting; AggregateDataEnvelope; JsonConstructorUtils; JSONStringTarget; Percentile; JsonConstructorFunction; Subquery; Format; AbstractAggregate; FunctionsPostgreSQL; CurrentGeneralValueSpecification; PgServer; PgServerThread; Prepared; Portal; ScriptReader; Tool; ToDateParser; ToDateTokenizer; YearParslet; MonthParslet; ToCharFunction; DateTimeFunction; DayParslet; TimeParslet; InlineParslet; ToDateParslet; SimpleCase; SimpleWhen; ModeFunction; CompatibilityDateTimeValueFunction; CurrentDateTimeValueFunction; FunctionsLegacy; FunctionsDB2Derby; FunctionsMSSQLServer; StringFunction; CoalesceFunction; RandFunction; FunctionsMySQL; FunctionsOracle; DateTimeFormatFunction; SubstringFunction; WindowFunction; Wildcard; BinaryOperation; IntervalOperation; CompatibilityDatePlusTimeOperation; UnaryOperation; SetFunction; Variable; SearchedCase; Tokenizer; SequenceOptions; CreateIndex; GrantRevoke; CreateRole; CreateSchema; CreateSequence; CreateConstant; CreateAggregate; CreateDomain; CreateTrigger; CreateUser; CreateFunctionAlias; AlterIndexRename; AlterDomainDropConstraint; AlterDomainExpressions; AlterDomainRenameConstraint; AlterDomainRename; AlterTableRename; AlterView; AlterSchemaRename; AlterSequence; AlterUser; Set; Setting; AuthenticatorFactory; DefaultAuthenticator; CredentialsValidator; AuthenticationInfo; UserToRolesMapper; ConfigProperties; UserBuilder; TimeZoneOperation; RunScriptCommand; ScriptCommand; AlterTableRenameColumn; AlterTableAlterColumn; SchemaObject; TableBase; AlterTableDropConstraint; AlterTableRenameConstraint; AlterTableSet; CreateLinkedTable; TableLink; TableLinkConnection; LinkedIndex; LinkedCursor; CreateTable; CommandWithColumns; DefineCommand; CreateSynonym; RangeTable; RangeIndex; RangeCursor; SingleRowCursor; MathFunction; CastSpecification; StringFunction1; TrimFunction; MathFunction1; MathFunction2; DayMonthNameFunction; StringFunction2; LengthFunction; RegexpFunction; XMLFunction; ArrayFunction; CompressFunction; CompressTool; SoundexFunction; CryptFunction; HashFunction; SessionControlFunction; SysInfoFunction; TableInfoFunction; FileFunction; DBObjectFunction; QueryExpressionTable; QueryExpressionIndex; QueryExpressionCursor; CacheKey; BuiltinFunctions; LazyResultGroupSorted; LazyResultQueryFlat; LazyResultSelect; LazyResult; SelectListColumnResolver; Optimizer; Plan; Permutations; IndexCursor; MapColumnsVisitor; GeneratedColumnResolver; SequenceAndPrepared; TimeoutValue; RowNumberAndValue; DelayedDatabaseCloser; Server; WebServer; TranslateThread; WebThread; PageParser; WebSession; DbContents; DbSchema; DbTableOrView; DbColumn; DbProcedure; Bnf; Rule; Sentence; BnfVisitor; RuleHead; RuleFixed; Csv; RuleList; RuleElement; RuleOptional; RuleExtension; RuleRepeat; DbContextRule; Help; ConnectionInfo; TcpServer; TcpServerThread; SmallMap; GeneratedKeysMode; ParameterRemote; ResultColumn; DatabaseMetaServer; Authenticator; MetaRecord; TableEngine; Type; BlobReference; OnExitDatabaseCloser; DeleteDbFiles; DatabaseHolder; GeoJsonUtils; GeoJsonTarget; JSONValue; JSONObject; JSONArray; EWKTTarget
h2database,org.h2.result,LazyResult,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FetchedResult
h2database,org.h2.result,LocalResult,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 43 public methods
h2database,org.h2.result,ResultRemote,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.result,ResultRemote,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FetchedResult
h2database,org.h2.result,WithKeys,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.result,ResultWithPaddedStrings,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
h2database,org.h2.result,Row,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SearchRow
h2database,org.h2.result,Row,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: DefaultRow
h2database,org.h2.result,RowFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EFFECTIVE; dataType; columnCount; indexes; columnTypes; map; INSTANCE
h2database,org.h2.result,RowFactory,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: DefaultRowFactory
h2database,org.h2.result,Holder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: EFFECTIVE
h2database,org.h2.result,DefaultRowFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: dataType; columnCount; indexes; columnTypes; map; INSTANCE
h2database,org.h2.result,SearchRow,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ROWID_INDEX; MATCH_ALL_ROW_KEY; MEMORY_CALCULATE; key
h2database,org.h2.result,SimpleResult,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
h2database,org.h2.result,SortOrder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ASCENDING; DESCENDING; NULLS_FIRST; NULLS_LAST; session; queryColumnIndexes; sortTypes; orderList
h2database,org.h2.schema,Constant,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SchemaObject
h2database,org.h2.schema,Constant,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ValueBigDecimalBase; TypeInfo; ExtTypeInfoGeometry; EWKTUtils; EWKTSource; StringUtils; SysProperties; Utils; IOUtils; DataUtils; DbException; Value; ValueClob; FileStore; LobData; ValueLob; LobStorageInterface; LobStorageFrontend; SessionRemote; TraceSystem; Trace; ConnectionInfo; TimeZoneProvider; Simple; DateTimeUtils; ValueTimestamp; CompareMode; CompareModeIcu4J; JdbcUtils; NetworkConnectionInfo; NetUtils; CipherFactory; XTEA; JdbcConnection; Session; Mode; ResultInterface; JdbcStatement; JdbcResultSet; JdbcPreparedStatement; MergedResult; SimpleResult; Column; JdbcResultSetMetaData; TraceObject; DataType; ExtTypeInfoRow; ParserUtil; ValueNull; ValueBoolean; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint; ValueNumeric; ValueReal; ValueDouble; ValueDate; ValueTime; ValueTimeTimeZone; ValueTimestampTimeZone; ValueUuid; ValueInterval; IntervalUtils; ValueToObjectConverter; Interval; JdbcLob; LobPipedOutputStream; ValueJavaObject; ValueVarchar; ValueVarbinary; ValueChar; JSR310Utils; ValueGeometry; EWKBUtils; EWKBSource; JTSUtils; GeometryTarget; GeometryUtils; LegacyDateTimeUtils; ValueArray; ValueRow; ParameterInterface; JdbcParameterMetaData; JdbcBlob; JdbcArray; UpdatableRow; JdbcClob; JdbcSQLXML; JdbcDatabaseMetaData; JdbcCallableStatement; JdbcSavepoint; SimpleResultSet; SimpleArray; CompareModeDefault; WithTimeZone; DbSettings; SortedProperties; TempFileDeleter; DynamicSettings; Transfer; ExtTypeInfoEnum; ValueEnum; ValueBlob; LobDataDatabase; ValueDecfloat; Data; ValueBinary; ValueEnumBase; ValueVarcharIgnoreCase; ValueJson; JSONBytesSource; JSONStringSource; JSONByteArrayTarget; ByteStack; Engine; Database; SessionLocal; Sequence; Schema; RightOwner; Role; Table; Column; Expression; ColumnResolver; ExpressionColumn; Constant; ValueExpression; TableFilter; TableFilterVisitor; Select; SelectGroups; Grouped; Plain; DataAnalysisOperation; Window; WindowFrame; WindowFrameBound; SortOrder; QueryOrderBy; BiReverseItr; BiItr; TriReverseItr; TriItr; PartitionData; ExpressionVisitor; AllColumnsForPlan; DbObject; Parser; Token; CreateView; Query; LocalResult; ResultExternal; Row; DefaultRow; SearchRow; MVTempResult; MVStore; FileStore; FreeSpaceBitSet; FilePathCache; CacheLongKeyLIRS; Segment; FileCache; Chunk; WriteBuffer; MVMap; DataType; DecisionMaker; CursorPos; Page; PageReference; NonLeaf; IncompleteNonLeaf; Leaf; RootReference; EqualsDecisionMaker; RewriteDecisionMaker; Cursor; MemoryEstimator; RemovedPageInfo; BackgroundWriterThread; Builder; StringDataType; MVStoreTool; GenericDataType; TransactionStore; RollbackListener; MetaType; StatefulDataType; Record; Transaction; TransactionMap; Snapshot; TxDecisionMaker; VersionedValueUncommitted; RepeatableIterator; TMIterator; ValidationIterator; UncommittedIterator; CommittedIterator; CommitDecisionMaker; VersionedValueType; Factory; TxMapBuilder; TMVMap; RollbackDecisionMaker; LongDataType; CloseImpl; MVSortedTempResult; ValueDataType; RowFactory; RowDataType; Factory; DefaultRowFactory; IndexColumn; SimpleRowValue; Sparse; Holder; NullValueDataType; MVPlainTempResult; Store; CreateTableData; MVTable; MVPrimaryIndex; MVStoreCursor; MVIndex; MVDelegateIndex; MVSpatialIndex; MVRTreeMap; SpatialDataType; IntersectsRTreeCursor; ContainsRTreeCursor; SpatialKey; RTreeCursor; SpatialKeyIterator; FindBoundsCursor; IndexCondition; Comparison; NullPredicate; ExpressionList; ConditionIn; ConditionInConstantSet; TypedValueExpression; MVSecondaryIndex; Source; Comparator; Index; ConstraintReferential; ConstraintUnique; Constraint; Prepared; Command; ResultWithPaddedStrings; Parameter; MVInDoubtTransaction; InDoubtTransaction; ResultTarget; TableView; CommandContainer; ResultWithGeneratedKeys; DataChangeStatement; GeneratedKeysCollector; CommandList; BackupCommand; FileLister; FileLock; Driver; Analyze; SelectivityData; Right; TransactionCommand; PrepareProcedure; Procedure; Update; SetClauseList; UpdateAction; RowExpression; SetSimple; SetMultiple; Insert; ConditionAndOr; ConditionNot; ConditionAndOrN; Condition; DataChangeDeltaTable; PlanItem; Delete; Merge; MergeUsing; When; CommandWithValues; TableValueConstructor; TableValueConstructorTable; TableValueColumnResolver; ArrayTableFunction; IndexHints; FunctionAlias; SourceCompiler; GroovyCompiler; JavaMethod; ValueToObjectConverter2; TruncateTable; SetComment; Comment; DropTable; SchemaAndTable; DropIndex; DropUser; User; DropSequence; DropConstant; DropTrigger; TriggerObject; DropView; DropRole; DropFunctionAlias; DropSchema; DropDatabase; DropSynonym; TableSynonym; CreateSynonymData; DropDomain; Domain; ConstraintDomain; DomainColumnResolver; CheckExistingData; AlterDomain; AlterTableAddConstraint; ConstraintCheck; AlterDomainAddConstraint; ColumnTemplate; DropAggregate; UserAggregate; AggregateWrapper; ExecuteProcedure; Call; TableFunction; UserDefinedFunction; DeallocateProcedure; Explain; SelectUnion; LazyResultUnion; ConcatenationOperation; ConcatFunction; JavaAggregate; Aggregate; AggregateData; AggregateDataCount; AggregateDataDefault; BitFunction; AggregateDataAvg; AggregateDataStdVar; AggregateDataDistinctWithCounts; AggregateDataCovar; AggregateDataCorr; AggregateDataCollecting; AggregateDataEnvelope; JsonConstructorUtils; JSONStringTarget; Percentile; JsonConstructorFunction; Subquery; Format; AbstractAggregate; FunctionsPostgreSQL; CurrentGeneralValueSpecification; PgServer; PgServerThread; Prepared; Portal; ScriptReader; Tool; ToDateParser; ToDateTokenizer; YearParslet; MonthParslet; ToCharFunction; DateTimeFunction; DayParslet; TimeParslet; InlineParslet; ToDateParslet; SimpleCase; SimpleWhen; ModeFunction; CompatibilityDateTimeValueFunction; CurrentDateTimeValueFunction; FunctionsLegacy; FunctionsDB2Derby; FunctionsMSSQLServer; StringFunction; CoalesceFunction; RandFunction; FunctionsMySQL; FunctionsOracle; DateTimeFormatFunction; SubstringFunction; WindowFunction; Wildcard; BinaryOperation; IntervalOperation; CompatibilityDatePlusTimeOperation; UnaryOperation; SetFunction; Variable; SearchedCase; Tokenizer; SequenceOptions; CreateIndex; GrantRevoke; CreateRole; CreateSchema; CreateSequence; CreateConstant; CreateAggregate; CreateDomain; CreateTrigger; CreateUser; CreateFunctionAlias; AlterIndexRename; AlterDomainDropConstraint; AlterDomainExpressions; AlterDomainRenameConstraint; AlterDomainRename; AlterTableRename; AlterView; AlterSchemaRename; AlterSequence; AlterUser; Set; Setting; AuthenticatorFactory; DefaultAuthenticator; CredentialsValidator; AuthenticationInfo; UserToRolesMapper; ConfigProperties; UserBuilder; TimeZoneOperation; RunScriptCommand; ScriptCommand; AlterTableRenameColumn; AlterTableAlterColumn; SchemaObject; TableBase; AlterTableDropConstraint; AlterTableRenameConstraint; AlterTableSet; CreateLinkedTable; TableLink; TableLinkConnection; LinkedIndex; LinkedCursor; CreateTable; CommandWithColumns; DefineCommand; CreateSynonym; RangeTable; RangeIndex; RangeCursor; SingleRowCursor; MathFunction; CastSpecification; StringFunction1; TrimFunction; MathFunction1; MathFunction2; DayMonthNameFunction; StringFunction2; LengthFunction; RegexpFunction; XMLFunction; ArrayFunction; CompressFunction; CompressTool; SoundexFunction; CryptFunction; HashFunction; SessionControlFunction; SysInfoFunction; TableInfoFunction; FileFunction; DBObjectFunction; QueryExpressionTable; QueryExpressionIndex; QueryExpressionCursor; CacheKey; BuiltinFunctions; LazyResultGroupSorted; LazyResultQueryFlat; LazyResultSelect; LazyResult; SelectListColumnResolver; Optimizer; Plan; Permutations; IndexCursor; MapColumnsVisitor; GeneratedColumnResolver; SequenceAndPrepared; TimeoutValue; RowNumberAndValue; DelayedDatabaseCloser; Server; WebServer; TranslateThread; WebThread; PageParser; WebSession; DbContents; DbSchema; DbTableOrView; DbColumn; DbProcedure; Bnf; Rule; Sentence; BnfVisitor; RuleHead; RuleFixed; Csv; RuleList; RuleElement; RuleOptional; RuleExtension; RuleRepeat; DbContextRule; Help; ConnectionInfo; TcpServer; TcpServerThread; SmallMap; GeneratedKeysMode; ParameterRemote; ResultColumn; DatabaseMetaServer; Authenticator; MetaRecord; TableEngine; Type; BlobReference; OnExitDatabaseCloser; DeleteDbFiles; DatabaseHolder; GeoJsonUtils; GeoJsonTarget; JSONValue; JSONObject; JSONArray; EWKTTarget
